filename,foldername,labels
Telugu-54.wav,Telugu,3
Hindi-97.wav,Hindi,0
Kannada-110.wav,Kannada,1
Hindi-108.wav,Hindi,0
Telugu-106.wav,Telugu,3
Tamil-71.wav,Tamil,2
Tamil-126.wav,Tamil,2
Tamil-132.wav,Tamil,2
Hindi-12.wav,Hindi,0
Tamil-130.wav,Tamil,2
Kannada-95.wav,Kannada,1
Hindi-43.wav,Hindi,0
Hindi-70.wav,Hindi,0
Kannada-104.wav,Kannada,1
Kannada-86.wav,Kannada,1
Tamil-112.wav,Tamil,2
Telugu-102.wav,Telugu,3
Tamil-89.wav,Tamil,2
Hindi-76.wav,Hindi,0
Telugu-118.wav,Telugu,3
Hindi-94.wav,Hindi,0
Kannada-57.wav,Kannada,1
Tamil-70.wav,Tamil,2
Hindi-104.wav,Hindi,0
Hindi-52.wav,Hindi,0
Kannada-93.wav,Kannada,1
Tamil-76.wav,Tamil,2
Hindi-68.wav,Hindi,0
Kannada-42.wav,Kannada,1
Kannada-72.wav,Kannada,1
Hindi-106.wav,Hindi,0
Tamil-90.wav,Tamil,2
Kannada-106.wav,Kannada,1
Kannada-88.wav,Kannada,1
Tamil-42.wav,Tamil,2
Hindi-86.wav,Hindi,0
Tamil-113.wav,Tamil,2
Kannada-90.wav,Kannada,1
Telugu-113.wav,Telugu,3
Hindi-78.wav,Hindi,0
Hindi-112.wav,Hindi,0
Kannada-70.wav,Kannada,1
Hindi-110.wav,Hindi,0
Telugu-114.wav,Telugu,3
Tamil-30.wav,Tamil,2
Telugu-61.wav,Telugu,3
Kannada-64.wav,Kannada,1
Telugu-123.wav,Telugu,3
Tamil-83.wav,Tamil,2
Tamil-39.wav,Tamil,2
Telugu-104.wav,Telugu,3
Hindi-50.wav,Hindi,0
Hindi-75.wav,Hindi,0
Kannada-109.wav,Kannada,1
Kannada-102.wav,Kannada,1
Hindi-109.wav,Hindi,0
Kannada-82.wav,Kannada,1
Tamil-114.wav,Tamil,2
Kannada-116.wav,Kannada,1
Telugu-57.wav,Telugu,3
Hindi-73.wav,Hindi,0
Telugu-17.wav,Telugu,3
Tamil-120.wav,Tamil,2
Hindi-53.wav,Hindi,0
Tamil-115.wav,Tamil,2
Hindi-95.wav,Hindi,0
Tamil-98.wav,Tamil,2
Tamil-45.wav,Tamil,2
Telugu-43.wav,Telugu,3
Hindi-24.wav,Hindi,0
Tamil-85.wav,Tamil,2
Hindi-84.wav,Hindi,0
Telugu-88.wav,Telugu,3
Tamil-105.wav,Tamil,2
Kannada-11.wav,Kannada,1
Tamil-77.wav,Tamil,2
Telugu-99.wav,Telugu,3
Telugu-107.wav,Telugu,3
Tamil-19.wav,Tamil,2
Telugu-94.wav,Telugu,3
Kannada-60.wav,Kannada,1
Kannada-91.wav,Kannada,1
Tamil-75.wav,Tamil,2
Telugu-40.wav,Telugu,3
Kannada-114.wav,Kannada,1
Tamil-106.wav,Tamil,2
Tamil-28.wav,Tamil,2
Telugu-64.wav,Telugu,3
Kannada-99.wav,Kannada,1
Tamil-131.wav,Tamil,2
Hindi-61.wav,Hindi,0
Hindi-31.wav,Hindi,0
Telugu-14.wav,Telugu,3
Hindi-69.wav,Hindi,0
Tamil-133.wav,Tamil,2
Telugu-85.wav,Telugu,3
Hindi-72.wav,Hindi,0
Tamil-129.wav,Tamil,2
Telugu-67.wav,Telugu,3
Hindi-48.wav,Hindi,0
Tamil-59.wav,Tamil,2
Telugu-71.wav,Telugu,3
Tamil-62.wav,Tamil,2
Kannada-111.wav,Kannada,1
Tamil-110.wav,Tamil,2
Kannada-113.wav,Kannada,1
Hindi-83.wav,Hindi,0
Kannada-63.wav,Kannada,1
Kannada-84.wav,Kannada,1
Telugu-111.wav,Telugu,3
Tamil-128.wav,Tamil,2
Hindi-54.wav,Hindi,0
Hindi-55.wav,Hindi,0
Kannada-50.wav,Kannada,1
Tamil-50.wav,Tamil,2
Telugu-11.wav,Telugu,3
Kannada-105.wav,Kannada,1
Telugu-97.wav,Telugu,3
Hindi-20.wav,Hindi,0
Tamil-102.wav,Tamil,2
Tamil-116.wav,Tamil,2
Tamil-97.wav,Tamil,2
Hindi-98.wav,Hindi,0
Telugu-65.wav,Telugu,3
Telugu-72.wav,Telugu,3
Tamil-84.wav,Tamil,2
Tamil-122.wav,Tamil,2
Hindi-88.wav,Hindi,0
Kannada-98.wav,Kannada,1
Tamil-121.wav,Tamil,2
Tamil-36.wav,Tamil,2
Kannada-103.wav,Kannada,1
Telugu-116.wav,Telugu,3
Tamil-94.wav,Tamil,2
Tamil-125.wav,Tamil,2
Hindi-93.wav,Hindi,0
Kannada-96.wav,Kannada,1
Kannada-83.wav,Kannada,1
Telugu-124.wav,Telugu,3
Telugu-45.wav,Telugu,3
Telugu-117.wav,Telugu,3
Telugu-105.wav,Telugu,3
Tamil-25.wav,Tamil,2
Kannada-112.wav,Kannada,1
Tamil-96.wav,Tamil,2
Telugu-76.wav,Telugu,3
Telugu-74.wav,Telugu,3
Telugu-34.wav,Telugu,3
Telugu-126.wav,Telugu,3
Telugu-93.wav,Telugu,3
Hindi-103.wav,Hindi,0
Kannada-44.wav,Kannada,1
Hindi-77.wav,Hindi,0
Telugu-125.wav,Telugu,3
Kannada-47.wav,Kannada,1
Telugu-24.wav,Telugu,3
Hindi-105.wav,Hindi,0
Kannada-85.wav,Kannada,1
Tamil-103.wav,Tamil,2
Telugu-101.wav,Telugu,3
Kannada-40.wav,Kannada,1
Kannada-38.wav,Kannada,1
Tamil-56.wav,Tamil,2
Hindi-100.wav,Hindi,0
Hindi-64.wav,Hindi,0
Kannada-35.wav,Kannada,1
Hindi-101.wav,Hindi,0
Tamil-82.wav,Tamil,2
Telugu-108.wav,Telugu,3
Tamil-79.wav,Tamil,2
Hindi-99.wav,Hindi,0
Tamil-119.wav,Tamil,2
Telugu-84.wav,Telugu,3
Hindi-65.wav,Hindi,0
Kannada-36.wav,Kannada,1
Tamil-127.wav,Tamil,2
Telugu-31.wav,Telugu,3
Kannada-55.wav,Kannada,1
Telugu-60.wav,Telugu,3
Tamil-37.wav,Tamil,2
Hindi-87.wav,Hindi,0
Kannada-76.wav,Kannada,1
Kannada-97.wav,Kannada,1
Kannada-87.wav,Kannada,1
Telugu-109.wav,Telugu,3
Telugu-80.wav,Telugu,3
Tamil-60.wav,Tamil,2
Tamil-78.wav,Tamil,2
Kannada-20.wav,Kannada,1
Hindi-34.wav,Hindi,0
Tamil-72.wav,Tamil,2
Hindi-23.wav,Hindi,0
Kannada-43.wav,Kannada,1
Kannada-94.wav,Kannada,1
Hindi-51.wav,Hindi,0
Kannada-108.wav,Kannada,1
Tamil-124.wav,Tamil,2
Telugu-5.wav,Telugu,3
Hindi-67.wav,Hindi,0
Hindi-71.wav,Hindi,0
