filename,foldername,labels
Hindi-140.wav,Hindi,0
Hindi-38.wav,Hindi,0
Hindi-76.wav,Hindi,0
Hindi-71.wav,Hindi,0
Hindi-111.wav,Hindi,0
Hindi-51.wav,Hindi,0
Hindi-160.wav,Hindi,0
Hindi-181.wav,Hindi,0
Hindi-101.wav,Hindi,0
Hindi-146.wav,Hindi,0
Hindi-69.wav,Hindi,0
Hindi-221.wav,Hindi,0
Hindi-77.wav,Hindi,0
Hindi-120.wav,Hindi,0
Hindi-173.wav,Hindi,0
Hindi-198.wav,Hindi,0
Hindi-184.wav,Hindi,0
Hindi-228.wav,Hindi,0
Hindi-192.wav,Hindi,0
Hindi-226.wav,Hindi,0
Hindi-65.wav,Hindi,0
Hindi-193.wav,Hindi,0
Hindi-84.wav,Hindi,0
Hindi-99.wav,Hindi,0
Hindi-128.wav,Hindi,0
Hindi-75.wav,Hindi,0
Hindi-169.wav,Hindi,0
Hindi-199.wav,Hindi,0
Hindi-87.wav,Hindi,0
Hindi-115.wav,Hindi,0
Hindi-206.wav,Hindi,0
Hindi-148.wav,Hindi,0
Hindi-237.wav,Hindi,0
Hindi-219.wav,Hindi,0
Hindi-86.wav,Hindi,0
Hindi-190.wav,Hindi,0
Hindi-61.wav,Hindi,0
Hindi-200.wav,Hindi,0
Hindi-222.wav,Hindi,0
Hindi-127.wav,Hindi,0
Hindi-188.wav,Hindi,0
Hindi-62.wav,Hindi,0
Hindi-114.wav,Hindi,0
Hindi-143.wav,Hindi,0
Hindi-163.wav,Hindi,0
Hindi-108.wav,Hindi,0
Hindi-125.wav,Hindi,0
Hindi-31.wav,Hindi,0
Hindi-207.wav,Hindi,0
Hindi-24.wav,Hindi,0
Hindi-52.wav,Hindi,0
Hindi-23.wav,Hindi,0
Hindi-48.wav,Hindi,0
Hindi-167.wav,Hindi,0
Hindi-238.wav,Hindi,0
Hindi-43.wav,Hindi,0
Hindi-89.wav,Hindi,0
Hindi-70.wav,Hindi,0
Hindi-93.wav,Hindi,0
Hindi-155.wav,Hindi,0
Hindi-149.wav,Hindi,0
Hindi-196.wav,Hindi,0
Hindi-229.wav,Hindi,0
Hindi-170.wav,Hindi,0
Hindi-158.wav,Hindi,0
Hindi-214.wav,Hindi,0
Hindi-231.wav,Hindi,0
Hindi-220.wav,Hindi,0
Hindi-186.wav,Hindi,0
Hindi-176.wav,Hindi,0
Hindi-194.wav,Hindi,0
Hindi-235.wav,Hindi,0
Hindi-203.wav,Hindi,0
Hindi-178.wav,Hindi,0
Hindi-211.wav,Hindi,0
Hindi-233.wav,Hindi,0
Hindi-189.wav,Hindi,0
Hindi-225.wav,Hindi,0
Hindi-191.wav,Hindi,0
Hindi-201.wav,Hindi,0
Hindi-236.wav,Hindi,0
Hindi-210.wav,Hindi,0
Hindi-230.wav,Hindi,0
Hindi-232.wav,Hindi,0
Hindi-202.wav,Hindi,0
Hindi-164.wav,Hindi,0
Hindi-156.wav,Hindi,0
Hindi-179.wav,Hindi,0
Hindi-183.wav,Hindi,0
Hindi-136.wav,Hindi,0
Hindi-139.wav,Hindi,0
Hindi-141.wav,Hindi,0
Hindi-224.wav,Hindi,0
Hindi-94.wav,Hindi,0
Hindi-204.wav,Hindi,0
Hindi-234.wav,Hindi,0
Hindi-83.wav,Hindi,0
Hindi-227.wav,Hindi,0
Hindi-180.wav,Hindi,0
Hindi-106.wav,Hindi,0
Hindi-223.wav,Hindi,0
Hindi-213.wav,Hindi,0
Hindi-177.wav,Hindi,0
Hindi-107.wav,Hindi,0
Hindi-197.wav,Hindi,0
Hindi-144.wav,Hindi,0
Hindi-185.wav,Hindi,0
Hindi-157.wav,Hindi,0
Hindi-209.wav,Hindi,0
Hindi-165.wav,Hindi,0
Hindi-166.wav,Hindi,0
Hindi-195.wav,Hindi,0
Hindi-187.wav,Hindi,0
Hindi-217.wav,Hindi,0
Hindi-133.wav,Hindi,0
Kannada-238.wav,Kannada,1
Kannada-2.wav,Kannada,1
Kannada-250.wav,Kannada,1
Kannada-143.wav,Kannada,1
Kannada-150.wav,Kannada,1
Kannada-117.wav,Kannada,1
Kannada-104.wav,Kannada,1
Kannada-145.wav,Kannada,1
Kannada-42.wav,Kannada,1
Kannada-60.wav,Kannada,1
Kannada-63.wav,Kannada,1
Kannada-58.wav,Kannada,1
Kannada-221.wav,Kannada,1
Kannada-155.wav,Kannada,1
Kannada-118.wav,Kannada,1
Kannada-153.wav,Kannada,1
Kannada-50.wav,Kannada,1
Kannada-195.wav,Kannada,1
Kannada-168.wav,Kannada,1
Kannada-242.wav,Kannada,1
Kannada-217.wav,Kannada,1
Kannada-167.wav,Kannada,1
Kannada-172.wav,Kannada,1
Kannada-210.wav,Kannada,1
Kannada-149.wav,Kannada,1
Kannada-94.wav,Kannada,1
Kannada-106.wav,Kannada,1
Kannada-197.wav,Kannada,1
Kannada-159.wav,Kannada,1
Kannada-176.wav,Kannada,1
Kannada-219.wav,Kannada,1
Kannada-112.wav,Kannada,1
Kannada-161.wav,Kannada,1
Kannada-165.wav,Kannada,1
Kannada-89.wav,Kannada,1
Kannada-249.wav,Kannada,1
Kannada-173.wav,Kannada,1
Kannada-44.wav,Kannada,1
Kannada-178.wav,Kannada,1
Kannada-212.wav,Kannada,1
Kannada-88.wav,Kannada,1
Kannada-11.wav,Kannada,1
Kannada-137.wav,Kannada,1
Kannada-185.wav,Kannada,1
Kannada-243.wav,Kannada,1
Kannada-241.wav,Kannada,1
Kannada-129.wav,Kannada,1
Kannada-132.wav,Kannada,1
Kannada-188.wav,Kannada,1
Kannada-103.wav,Kannada,1
Kannada-87.wav,Kannada,1
Kannada-222.wav,Kannada,1
Kannada-107.wav,Kannada,1
Kannada-130.wav,Kannada,1
Kannada-189.wav,Kannada,1
Kannada-99.wav,Kannada,1
Kannada-233.wav,Kannada,1
Kannada-175.wav,Kannada,1
Kannada-133.wav,Kannada,1
Kannada-216.wav,Kannada,1
Kannada-38.wav,Kannada,1
Kannada-215.wav,Kannada,1
Kannada-163.wav,Kannada,1
Kannada-237.wav,Kannada,1
Kannada-245.wav,Kannada,1
Kannada-211.wav,Kannada,1
Kannada-194.wav,Kannada,1
Kannada-206.wav,Kannada,1
Kannada-182.wav,Kannada,1
Kannada-140.wav,Kannada,1
Kannada-151.wav,Kannada,1
Kannada-136.wav,Kannada,1
Kannada-158.wav,Kannada,1
