filename,foldername,labels
Telugu-78.wav,Telugu,3
Kannada-92.wav,Kannada,1
Tamil-5.wav,Tamil,2
Tamil-105.wav,Tamil,2
Hindi-91.wav,Hindi,0
Telugu-10.wav,Telugu,3
Telugu-105.wav,Telugu,3
Kannada-56.wav,Kannada,1
Kannada-52.wav,Kannada,1
Kannada-90.wav,Kannada,1
Telugu-17.wav,Telugu,3
Tamil-30.wav,Tamil,2
Kannada-19.wav,Kannada,1
Telugu-23.wav,Telugu,3
Telugu-60.wav,Telugu,3
Tamil-110.wav,Tamil,2
Tamil-49.wav,Tamil,2
Telugu-65.wav,Telugu,3
Kannada-64.wav,Kannada,1
Kannada-70.wav,Kannada,1
Telugu-116.wav,Telugu,3
Hindi-98.wav,Hindi,0
Hindi-96.wav,Hindi,0
Tamil-74.wav,Tamil,2
Tamil-122.wav,Tamil,2
Hindi-75.wav,Hindi,0
Telugu-115.wav,Telugu,3
Hindi-101.wav,Hindi,0
Kannada-73.wav,Kannada,1
Tamil-91.wav,Tamil,2
Kannada-105.wav,Kannada,1
Kannada-58.wav,Kannada,1
Telugu-43.wav,Telugu,3
Kannada-49.wav,Kannada,1
Telugu-88.wav,Telugu,3
Telugu-62.wav,Telugu,3
Tamil-119.wav,Tamil,2
Hindi-32.wav,Hindi,0
Tamil-48.wav,Tamil,2
Telugu-125.wav,Telugu,3
Tamil-25.wav,Tamil,2
Tamil-117.wav,Tamil,2
Tamil-77.wav,Tamil,2
Telugu-124.wav,Telugu,3
Telugu-108.wav,Telugu,3
Telugu-13.wav,Telugu,3
Kannada-111.wav,Kannada,1
Telugu-6.wav,Telugu,3
Telugu-90.wav,Telugu,3
Telugu-11.wav,Telugu,3
Kannada-33.wav,Kannada,1
Hindi-62.wav,Hindi,0
Hindi-110.wav,Hindi,0
Tamil-133.wav,Tamil,2
Hindi-25.wav,Hindi,0
Telugu-7.wav,Telugu,3
Hindi-63.wav,Hindi,0
Tamil-21.wav,Tamil,2
Tamil-101.wav,Tamil,2
Kannada-51.wav,Kannada,1
Tamil-69.wav,Tamil,2
Tamil-97.wav,Tamil,2
Telugu-123.wav,Telugu,3
Tamil-131.wav,Tamil,2
Tamil-99.wav,Tamil,2
Hindi-36.wav,Hindi,0
Kannada-84.wav,Kannada,1
Hindi-37.wav,Hindi,0
Hindi-24.wav,Hindi,0
Telugu-99.wav,Telugu,3
Hindi-81.wav,Hindi,0
Telugu-119.wav,Telugu,3
Telugu-109.wav,Telugu,3
Tamil-28.wav,Tamil,2
Tamil-107.wav,Tamil,2
Telugu-122.wav,Telugu,3
Kannada-98.wav,Kannada,1
Kannada-13.wav,Kannada,1
Telugu-58.wav,Telugu,3
Hindi-83.wav,Hindi,0
Tamil-76.wav,Tamil,2
Hindi-56.wav,Hindi,0
Kannada-45.wav,Kannada,1
Telugu-117.wav,Telugu,3
Kannada-80.wav,Kannada,1
Kannada-95.wav,Kannada,1
Hindi-61.wav,Hindi,0
Hindi-19.wav,Hindi,0
Tamil-43.wav,Tamil,2
Kannada-22.wav,Kannada,1
Telugu-63.wav,Telugu,3
Tamil-14.wav,Tamil,2
Tamil-94.wav,Tamil,2
Tamil-123.wav,Tamil,2
Tamil-108.wav,Tamil,2
Tamil-85.wav,Tamil,2
Telugu-75.wav,Telugu,3
Kannada-74.wav,Kannada,1
Telugu-92.wav,Telugu,3
Tamil-127.wav,Tamil,2
Telugu-49.wav,Telugu,3
Kannada-47.wav,Kannada,1
Tamil-106.wav,Tamil,2
Telugu-19.wav,Telugu,3
Telugu-38.wav,Telugu,3
Hindi-69.wav,Hindi,0
Telugu-9.wav,Telugu,3
Kannada-104.wav,Kannada,1
Tamil-118.wav,Tamil,2
Tamil-4.wav,Tamil,2
Telugu-42.wav,Telugu,3
Telugu-82.wav,Telugu,3
Tamil-56.wav,Tamil,2
Kannada-117.wav,Kannada,1
Tamil-59.wav,Tamil,2
Tamil-47.wav,Tamil,2
Tamil-22.wav,Tamil,2
Tamil-32.wav,Tamil,2
Kannada-112.wav,Kannada,1
Tamil-70.wav,Tamil,2
Hindi-9.wav,Hindi,0
Telugu-16.wav,Telugu,3
Hindi-52.wav,Hindi,0
Kannada-24.wav,Kannada,1
Tamil-55.wav,Tamil,2
Hindi-106.wav,Hindi,0
Hindi-48.wav,Hindi,0
Tamil-66.wav,Tamil,2
Tamil-68.wav,Tamil,2
Tamil-130.wav,Tamil,2
Hindi-58.wav,Hindi,0
Tamil-62.wav,Tamil,2
Hindi-6.wav,Hindi,0
Tamil-115.wav,Tamil,2
Tamil-10.wav,Tamil,2
Telugu-98.wav,Telugu,3
Tamil-13.wav,Tamil,2
Hindi-114.wav,Hindi,0
Hindi-28.wav,Hindi,0
Hindi-3.wav,Hindi,0
Telugu-114.wav,Telugu,3
Hindi-35.wav,Hindi,0
Tamil-40.wav,Tamil,2
Tamil-79.wav,Tamil,2
Kannada-0.wav,Kannada,1
Tamil-8.wav,Tamil,2
Kannada-31.wav,Kannada,1
Hindi-67.wav,Hindi,0
Tamil-33.wav,Tamil,2
Kannada-2.wav,Kannada,1
Kannada-76.wav,Kannada,1
